date;name;review;favorite;model
06/26/2007;Mike;I did a lot of researching for my car and finally decided on the GTI. I wanted something fuel efficient, cool looking, fast, but not too pricey. Compared to any Honda (Civic, Accord), Mazda (3), Mini Cooper and Audi (A3), this car by far took the cake. Some of the best handling I've ever experienced. This is an extremely fun and fast car which has a very subtle look about it, but shines when you'd like it to. VW may not be on peoples' radar for amazing cars, but the GTI has my full backing 100%. This is easily the best investment I've ever made. ;The interior old school plaid seats are awesome. They really look good as opposed to the leather. The in dash lights are also really cool to stare at. The overall look of the car is simply stunning.;volkswagen_gti
06/16/2007;Nederland;This car is a successful compromise, a sporty, thrifty, fun, unique, practical car. Very quick, fuel efficient (I'm doing a little better than the listed EPA), decent rear seat, plush, unique, racy, versatile. What's not to like? The car gets lots of looks. The orange is a love/hate thing, but everyone has strong feelings. This would be a bad choice for a shy introvert. This car is front and center, and was designed to be noticed.;This is the only automatic transmission I'd ever buy. The best of all worlds. Throaty growl gets me going when I put my foot into it. Handles well, brakes are excellent. Safety features are first rate. Use Launch control with caution. Otherwise, you won't keep your license for long.;volkswagen_gti
06/06/2007;Willie J;This is one great vehicle. It has great handling, excellent pick up and go, awesome power too! The ride is a little harsh for my taste, but the tires make the handling that much better. The fuel economy is great too for a car like this, about 25 mpg in mixed driving. Decent cargo in the back too, my golf clubs can fit back there! Rear seat room is good also for adults, as long as they're not too tall. Comfortable seats, even though I don't understand why the lumbar support is the only power operation. Pretty good base stereo. There is a blind spot over the right shoulder that can be aggravating on the highways.;DSG transmission, sunroof, if the front wipers are on and you put the car in reverse the rear wiper will wipe once for easier view. Standard SAT radio, 6 disk CD changer that's in the dash and not in the glovebox or cargo area.;volkswagen_gti
06/04/2007;fhohio;I decided to purchase the GTI because it is a great combination of performance, practicality, and value. The engine pulls strongly into triple-digit speeds, the handling on the 17 inch rims all season tires is good, though if pushed it displays typical front wheel drive understeer. The ride is firm but not punishing, and the fit and finish are difficult to fault. Fuel mileage has been quite good. Only complaint has been a gear noise while parked with the transmission in neutral, but this seems to be unusual, and has not affected operation one bit.;Overall performance, practical features, gas mileage, fit and finish.;volkswagen_gti
06/04/2007;mapssi;Driving my GTI is a pure pleasure! Especially after I chipped it with APR. I now have 252 HP and 303 lb of torque! You can get more then 300 hp with just some basic modes. The ride is a little stiff at highway speeds, however if I have the family (2+2) with me the ride is better. I have the 4 door so it is much more practical then 2 doors. I notice that some body seams are wider then others (especially the hatch door seams) but over all, I LOVE it!!;6 speed manual, seats, standard features, fun to drive, bang for the buck!;volkswagen_gti
06/02/2007;Veedubliger;Traded my RX-8 for it and don't regret my decision. It feels good to be back in the VW family. Missed owning a Veedub but the new GTI was worth the wait. It is a fun little car. It is easy to drive fast with all the torque. I keep having to remind myself that I don't have to rev the hell out of it like the RX-8. It has a top-notch interior and cool exterior looks. ;The torque and neutral handling are definitely at the top of the list. I also love the plaid seats (I had to get the plaid).;volkswagen_gti
06/01/2007;Jaycee;The GTI is a stronger, more comfortable, has a classier interior, and just an all around better car than the Si. Don't believe me? Test drive the Si and GTI back to back and tell me what you think. Everything about the car makes it so special: xenon lamps, original GTI styled seats, responsive clutch, intricate buttons and lights, roomy backseat, 60/40 rear folding seats, 6 cd changer with premium sound (product of Bose), free 3 month satellite radio subscription, mpg counter, miles till refuel counter, rear AC, in dash computer menu, and definitely the large amount of torque. I was also surprised when I received my Fast yesterday in the mail. ;Torque! The overall driving experience is too much to describe. I also like it when other GTI drivers honk and wave. ;volkswagen_gti
05/30/2007;Californian;"This car is brand new, so I don't yet know about mileage and reliability. However the EPA figures are fine and everything works. There are no rattles. What a fantastic little car! It looks great inside and out, handles well and has excellent power. I chose a white, two-door six speed with a sunroof and leather. It also has the built-in Sirius radio. The DSG transmission would also be a good choice. I have the 18"" wheels with aggressive tires. The ride would be a bit better with the all-seasons. Sure, the GTI is not exactly inexpensive, but it's a lot of car for the money. I looked at and drove a lot of cars, including the Mazdaspeed 3, and the GTI was for me.";Turbo, handling, styling.;volkswagen_gti
05/30/2007;Jetta Upgrade;I have put the first 500 miles on my GTI and so far I am very happy with it. The car drives extremely well; a lot of pick-up and very smooth gear changes. The ride is a little stiff, especially on city streets, but not prohibitive. I don't have any problems with rattles or the radio, which I think sounds great! My only complaints are the iPod adapter - not super user friendly. The seats could be more adjustable - I am petite. It could use more storage space in the armrest and the price of premium gas. But overall, it is fun to drive, and it feels safe on the road and quite luxurious. ;volkswagen_gti
05/24/2007;Jason;Great car! I take the long way to work every day for an awesome drive.;I love the seats, comfortable and supportive.;volkswagen_gti
05/22/2007;Mixed feelings;"Have had GTI for 2 weeks now. The air conditioning compressor ""detonated"" after two days requiring a complete system replacement and 5 days in the shop waiting for parts. Have had check engine light go on and off for no apparent reason twice since then. Other than that it has been great, good power and handling, great ride, nice, thoughtful features, though with room for improvement. The radio is great, as are the seats, front and rear. The power is nice, though there is a bit of torque steer. The DSG gearbox works best if you let it do it?s thing. Sport mode is best for hills when engine braking is needed. Incredible brakes. Lovely headlights. ";Seats, adjustable steering wheel, the engine and DSG gearbox. The satellite radio is very cool, great sound. Great ergonomics.;volkswagen_gti
05/22/2007;Dave;I got out of my lease 2 years early with my Acura RSX due to technical issues with the suspension. Yes it cost me nearly $4,000 to get out of my lease but it was WELL worth getting this GTI. It is stylish in and out, comfortable and most of all FUN to drive!!! It's much faster then the RSX and the DSG transmission is silky smooth. Between the DSG tranny and the lack of turbo lag this car pulls hard until you can't go any faster without getting a ticket :);DSG transmission, launch control, bi-Xenons, navigation.;volkswagen_gti
05/19/2007;ECONROY;"You don't see a bunch of these on the road, probably because the price is above others in this class. But for those who enjoy driving and want the utility of a hatchback and a small car that zips in and out of tight spaces, this car fills the bill and then some. My wife says it has ""scootability"". Ignore stats on power and weight. This 200 HP turbo MOVES this car and you feel it. We got package #2 with leather in tornado red. Yesterday we got a Pioneer AVIC- Z2 with nav and music hard drive installed and component speakers. For under $30,000 we've put together a car my wife and I hate to get out of. ";Leather seating is very comfortable. For every day driveability the name of the game is torque, and this car has it. Great turning radius. All of a sudden, at 13,000 miles, gas mileage is above 30 on highway. ;volkswagen_gti
05/18/2007;Smilie_One;"I bought a GTI with a sunroof, 18"" hufeisen alloy wheels, ground effects, DSG automatic, cloth seats. I have received numerous compliments on it. Even a month later, I turn and look at it as I walk away. I love the flexibility of a hatchback. It has more back seat comfort room than my Mustang GT. It has a smoother ride than my Mustang. It has plenty of ability to maneuver in Atlanta traffic. The gas mileage is very acceptable. I am very pleased with my purchase.";Multi-position sunroof, hatchback versatility, excellent acceleration and maneuverability, nice stereo.;volkswagen_gti
05/10/2007;dannyboy;I've put the first 1000 mi on my GTI and I have to say I have no regrets in purchasing this machine. The list of standard features is too long to write. The performance is all around. Great kick starting at about 2k rpms. I average around 30 mpg. The cabin is quiet with the windows up. You only hear the engine when you really push it. I myself have experienced no rattles up to now. Seats hold you in place but the bolstering also makes it hard to get out. Brake pedal feel is a little too soft for me. Ride is a little harsh, but its a sport tuned suspension, it's expected. I do have a problem with the radio. Bass erratically jumps up really high. Service dept is trying to isolate the cause.;Heated side mirrors. HID headlights. Headlight washers. Turbo with basically no lag. Integrated side mirror turn signals. 6-disc cd changer. Steering wheel audio controls. Heads up display in between the tach and speedometer. Auto up/down windows for both driver/pass. Oh yeah, all this is standard.;volkswagen_gti
05/08/2007;Justin;I have been fixated on an Audi A3 since I saw them in Europe, and when I found out that they were coming to the states I had to have one, that is until I drove the GTI. The A3 was a little too refined for my taste, granted it is luxurious but it seems like a car that is easy to forget. The GTI however has all the classic makings of the cult phenomenon seen in the previous model, sure it's got a bit of wind noise (way less than previous gen), but if you had too much insulation you wouldnt be able to hear the growl of the exhaust... and if you have ever ridden in a tuned classic beetle you know it's almost deafening but fun as hell. They made a great modern performance platform and kept the VW soul.;Sirius radio, steering wheel mounted computer and radio controls, mute button for radio, DSG, paddle shift, growl of exhaust, T U R B O, the look on the faces of Mustang boys when a Vee Dub hatch flies past em.;volkswagen_gti
05/03/2007;Back to a VW again;We traded in our 2002 Jetta 1.8 turbo for a PT Cruiser GT. We missed the VW performanace after the deal was done. Three years later we sold the PT and purchased a GTI with DSG. We put 1100 miles on it before we took it on a trip to Calif from Wa State. The GTI was a pleasure on the whole trip. Plenty of power, cornered well and we got 29.5 MPG on our 2500 mile trip. This car was well worth the investment. I tried to buy a bra for the trip but they don't make one yet, however after returning home and scrubbing the car I was delighted that there was not one chip on the front end (nice design ). Try one and you will be sold. ;"Turbo power and DSG. Leather pkg and dual heating and air controls for both passengers. 18"" wheels were worth it!";volkswagen_gti
05/03/2007;Lollybug;"Since I was a teenager I drove an '84 VW Scirocco. Later in life, for work related reasons I needed a 4X4 so I got a Liberty (mistake!) and parked my VW for restoration. I've missed it ever since. Nothing drives like a VW and never more has this been true than with their new 2007 GTI. In the short time I've had it, it's earned the title of ""Car of the Year"" to me. Performance is top-notch, the styling and interior is beautiful"; it has the feel of a much more expensive auto. It's solid on the road and sticks to it when taking corners. You feel safe, secure, and you know you're getting value for your money. The 2007 GTI gets fabulous gas mileage and has actually brought fun back to the daily commute.;volkswagen_gti
04/27/2007;Murray;Ordered my GTI to get all the features I desired (took 4 months from order to delivery). The GTI is a joy to drive. DSG transmission is flawless. Switches and controls feel particularly solid. Experience only minor turbo lag (when engine accelerates from less than ~2000 rpm). Above 2000 rpm you feel like you're in a rocket! While car can take regular gas, performance is clearly enhanced with premium. After 1200 miles, getting 26-27 mpg for mostly highway driving (75-80 mph). Car is very quiet at speed. Optional 17 inch low profile all season tires are significantly less stiff than the summer tires. Excellent integration of radio and nav system with instrument panel display. ;DSG transmission with option for fully automatic, automatic with sport mode or manual control with paddle shifters. Get good gas mileage while allowing rapid acceleration when needed. Multifunction display between gauges with steering wheel controls for radio and MFD keep your eyes on the road. ;volkswagen_gti
04/23/2007;myjoiseygti;I wanted to trade down from a Passat and was interested a sport hatch. Looked at Mini Cooper, Mazda3 5 door and Audi A3 as well as Acura TSX. The GTI 5 door is the A3 without the steep price tag and the roof-length sunroof. This car is tremendous value. If you want leather, you'll pay about the same as you would for the Acura. Stick to the traditional plaid cloth, it's not only retro, it's comfortable and durable.;DSG, turbo, supportive front seats, grip when cornering, maneuverability in parking lots. Formula 1 steering wheel with paddle shifts is real cool. ;volkswagen_gti
04/21/2007;Briiga Eichstaedt;"As a German, I am very particular about my cars. Though I do not automatically dismiss non-German cars, I prefer the ride and fun of the German auto. This VW is no exception. I love how it was made in Wolfsburg, Germany. The styling is great. It is a complete blast to drive. I wish the Americans would build an Autobahn! I am short but have tall family and friends. They all fit in with no problem. The four door is great, and I can fit so much cargo in the trunk. I love the 18"" wheels with the red brake callipers and adore the red stripe on the grill. If you live in a state that requires two license plates I recommend forego the front one. Looks much better!";Sporty ride - sport mode is heaven. Red accents, drive feel, amazing engine and power, styling, the leather seats are very good grip. Also, the cup holders are perfect size even in America! Great stereo system. OH! The latch to open the hatch is so cool! It is the VW badge that flips up! Love!;volkswagen_gti
04/12/2007;heat;I initially went just to see what the hype was about and fell in love after the test drive. I was going to look at the Civic Si, but didn't even get out of the VW place with out the car. Took the one off the show room floor, #269 out of 1200. The car is really fun to drive. The seats are really comfortable. This is my first VW and definitely won't be my last. The DSG auto trans is really fun to play with when you want to do just that... play! I actually look forward to driving again.;I love the Orange color. The DSG trans. The tons of power on tap. Really comfortable seats. Really fun car to drive.;volkswagen_gti
04/10/2007;Carboy;The best car I have ever driven, I have driven a lot of the hatchbacks but none are as fun as the GTI to drive. The DSG is a very nice transmission that adds to the great performance of the car. The car that compares the closest to the GTI would be the Audi A3.;DSG, plaid seats (interlagos), engine(!), and the sound of the car.;volkswagen_gti
04/09/2007;BurntGauge;At first I was a bit scared to get a FWD, turbo, German car. But I'm convinced that this truly is the Car of the Year. It's just so well balanced, well made, fun to drive, loaded with features, and affordable. There's nothing to hate perhaps except that you can't drift with it as easy as you'd like... but I can get over that easy.;The engine is phenomenal. With torque coming on at 1800 rpms you never feel like you're out of boost.;volkswagen_gti
04/07/2007;Babs;This car is NOT what I expected. Lots of wind noise drowning out the nice stereo system. Creaks, rattles and groans (mine). This car is going back to the dealer and some other fool can try and enjoy its poor build quality.;Engine and trans.;volkswagen_gti
04/02/2007;PTown GTI;I have had this car since Nov. It is everything that I hoped for and more. A real pleasure to drive on the twisties, and around town to work. I was down to either this or the Audi A3, which has worse ergonomics, worse visibility - but cool sunroof. Glad that I went with the VW. A few rattles here and there, but I am really particular, so take that with stride. The summer tires that come with the car are just that - poor once the weather cools off. The 6 speed manual is AMAZING - why someone would go for the DSG is beyond me. Highly recommended!!;"Amazing to drive, with a sleeper body that does not stand out. Very fast and quick, great handling. The optional 18"" Hufs are beautiful wheels. ";volkswagen_gti
03/09/2007;NL;I've been for service ten times already in five months. Granted, everything is covered under warranty, but the hassle of coming in for burnt out LED's, airbag lights, wind noise, ticking sounds, immobilizer malfunctions, radio, squeaks and rattles (and I mean a lot!)... etc is really annoying. Also, I never imagined that a car like this would have so many design quirks. I can't name them all, I only have 250 words left. To paraphrase, you'll waste a lot of gas, a lot of tires, a lot of windshield washer fluid, a lot of your time and a lot of your money to fix problems. When I first received my car I had two scratches on the door and center console, and glue all over the inside of the roof.;When running well it is very smooth. It has a good sound system and all of the buttons are intuitive. ;volkswagen_gti
03/07/2007;Chris;First of all, to be honest I never thought I would own a VW. I went and test drove an '07 Civic Si, but found it to be lacking in the torque department. I also considered the Scion tC but found it to be lacking the quality of the Toyotas that I have owned before. When I first test drove the GTI I was surprised by how smooth and refined the power was. It doesn't require you to downshift every time you need to pass since it makes so much torque and at such low rpm. There is NO lag that I can tell. The cabin is well organized, being driver oriented with most features that I wanted being standard. The car is also very quiet with a supple ride for a sports car, paired with a responsive steering system.;The absence of torque steer that ruins most powerful FWD cars, the Audi looks with the high quality interior, and the red stripe on the front with the red brake calipers behind the 18' wheels. I also like the simple but functional dash. The FSI paired with the turbo also seems to be perfect.;volkswagen_gti
02/23/2007;JR;I have only owned my GTI for three days now but I am really enjoying it. I was not a huge fan of VWs before my wife wanted to go look at them when we seen this car and drove it I had to have it. I first thought what am I doing dropping this much money on a 2-door hatchback but after driving it more and feeling the performance this little thing has it is worth it. If you are thinking of looking at one drive it before you look at the sticker price.;My favorite features are the 200hp engine, the decent gas mileage, the 6 speed auto trans mission with shifting paddles on the steering wheel, and the speed / handling of this little beauty. ;volkswagen_gti
02/09/2007;Adam;"My first two cars were purchases that I could afford. This car was a ""desire"" and a nice treat to myself. It has fantastic pickup, a great transmission, and a beautiful VW interior. It gets good gas mileage for a sporty car. It handles very nicely. The sport suspension took some time to get used to after driving two floaty cars prior to this one. The hatchback is very practical, despite American's typical disdain of them. My mother has owned 11 VWs with very few reliability problems and they are extremely safe. My brother was in a head on collision in a '98 Jetta going 65 mph. He literally walked away with no injuries. This alone is a reason to buy VW.";I love the plaid seats, DSG transmission, Sirius satellite radio, 6 disc in-dash CD player, and iPod jack. This car has a quality interior and it is far more stylish than Japanese models.;volkswagen_gti
02/04/2007;mheins57;After I test drove it, I canceled my other test drives and bought the GTI. Mine is actually a 2006.5, but it has the same features as the 2007 model. I love almost everything about it, especially its power. I opted for the manual transmission because I like the feel of shifting myself. the clutch and shifter are very smooth. The interior design seems well thought out, and has lots of nice little extra features I never got in my American cars. It is relatively quiet for a little car. It has really brought back the pleasure of driving for me, which I thought I had lost.;The power and responsiveness. The hatchback is very handy. I appreciate the built-in compass and trip computer features. It gets respectable gas mileage for a performance car. I got 29 mpg on two long road trips driving 80-85 mph.;volkswagen_gti
01/25/2007;ndccpf1;I looked at the Audi A3 (have an A4 also) but for the money VW gave you MUCH more and was more sporty. The GTI's engine is GREAT! And... it has CLOTH seats! Hurray! When will the USA market realize leather is NOT what everybody wants. I want other features in a car, but don't force me to take leather to get them! AND...hatchbacks are great!;The speed sensing wipers, reverse gear activated wiper, super engine response (non-chipped), ergonomics and comfort, and safety features abound!;volkswagen_gti
01/23/2007;detective40oz;I took delivery of mine this month. So far the car has been a pleasure to drive. From the subtle sporty looks to the refined interior this is a fun and practical car to drive. I'm never disappointed in the acceleration and having owned a 2003 GTI I can say this car is miles ahead of it in every category especially the handling! Simply put the 2007 GTI is more car than you would expect to get for $23,000.;The bi-xenon headlights, iPod jack, glove compartment cooler, red brake calipers, indirect vent, plaid seats, and four doors!;volkswagen_gti
01/16/2007;jburnette;I always wanted this car. I feels very solid, fast, and sporty. This car gets tons of attention no matter where you go. It is much more solid then the Honda I traded in for it. I love it.;Everything, but most of all the fast, smooth feel.;volkswagen_gti
01/15/2007;GTI;After taking my car for a test drive, I was hooked. I felt like the little boy on the BMW add...I just had to have it! I was still supposed to shop around and look at all the other types of cars too, but never did. This car is very exciting stuff! Take it for a test drive, you`ll love it!;The DGS transmission, I just cant stop playing with it! fast gear changes! It is awesome!;volkswagen_gti
01/09/2007;tincup33;I own a 2003 Cobra so I'm used to a fast car. I was surprised by the GTI's ability to just get up and go. Its handling is awesome and the design is very eye catching. We got rid of our Xterra to save on gas but it's hard not to get on it everywhere you go. I turned my wife onto this car and I'm glad I did, she was going to get a Rabbit. ;Everything;volkswagen_gti
01/08/2007;RoadkillPDX;"I was a salesman at a Chevy dealership. I was looking for a fun-to-drive rig with aftermarket potential. I test drove many cars (Tiburon, Civic Si, Cobalt SS, Scion tC), but fell in lust with the ease of control, drivability, and the ""oomph factor"" that's found in turbocharged cars. This car may look like the Rabbit, with the exception of the sinister red grin on the grill, but underneath the cute exterior lies the quick-revving, adrenaline pumping, heart of an import-killing beast. The GTI is heavier than before (almost twice the weight of the A1 body), but with a power-to-weight ratio that puts many more expensive rigs to shame. Plus the car has almost no turbo lag. VW rocks! ";The Sport setting on the shift is great for off-the-line launching, but the most rockin' feature has to be the DSG paddles on the wheel. Tap up and 8 milliseconds later, you're in the next gear. It makes a stick shift seem weak.;volkswagen_gti
12/29/2006;Josh;The GTI is really fast. I don't think there is any Honda in the same class that can be a match for the MkV GTI. Even the S2000 only has 40hp more, but 50lb/ft less than the GTI. It's the best purchase I've ever made.;The power and sport tuned suspension.;volkswagen_gti
12/26/2006;seminole_kev;This is a very nice car. It is a good blend of sport and comfort in the typical European fashion. It offers lots of nice features as well.;The 2.0T engine is very nice. It has lots of low-end torque and a flexible power band. The DSG transmission is amazing - this coming from a traditional manual transmission driver. The suspension is a good mix of sport and comfort, this car doesn't crash over bumps. The seats are very supportive, yet comfortable.;volkswagen_gti
12/21/2006;Yurx Cherri;This car is amazing. German engineers managed to combine exceptional dynamics and speed with very frugal fuel consumption. You will be shocked if you compare the interior room parameters with BMW X3. They are almost the same. On the top of that you are basically buying Audi A3 (a bit shorter) for about $5,000 less.;The DSG transmission.;volkswagen_gti
12/20/2006;J.S. Sumner;My son and I test drove eight different cars in the $20,000 to $25,000 price range and we both felt that hands down, the 4-door GTI was the winner. Many auto magazines felt the same. The quality inside and out, the safety (me), and the performance (him) won us over. I have owned German performance cars and this GTI has many of those factors. The DSG transmission is a major advancement in performance and to be in a car at this price point is hard to believe. Graduation from college has come and gone and this GTI will be with my son for many fun filled and safe years to come.;The DSG transmission, interior quality, performance, in and out of car lighting (gauges and headlights).;volkswagen_gti
12/15/2006;patrick lancaster;I have owned this car for a month now and it was definitely worth the hassle and wait. Four doors are a must. It has awesome power and handling!;The power!;volkswagen_gti
12/09/2006;chris;I have had a GTI for many years, including the MKIV and recently the MKV. The 2.0T motor is extremely powerful, much more so than the 1.8T was. The DSG transmission makes a world of difference. ;The DSG transmission, 2.0T motor, suspension, exhaust note, and excellent interior fit and finish.;volkswagen_gti
12/08/2006;George;I intended to purchase a Mini Cooper S, but after driving he GTI I was sold that this was the car for me. I was looking for small and fun to drive vehicle and I made the right decision. The longer I own it, the more I appreciate the GTI's quality. I only wish it came with 4 wheel drive. ;The DSG transmission, power, and excellent storage in the rear.;volkswagen_gti
11/29/2006;david gorospe;I've had other GTIs, a VR6 and a 1.8T. This MK5 by far is the best of them all. It has great torque, handling and comfort. The interior looks way more expensive than the competition. It is fun to drive. I added a new suspension and a chip. They make it handle and go even better. This car might cost a little bit more compared to Honda, Mini, others, but you have to pay for all the same extras that comes with the GTI. For real everyday driving this has the best overall, you will still love this car even after five or more years, think about that! My good friends that drive Fords and Acuras test drove my car and the absolutely loved it!;The never ending torque at 2,000-6,000 rpms. Great handling.;volkswagen_gti
11/25/2006;Mandi Terry;This car has been great for the short time I have owned it. I plan on owning it, until it falls apart. The first day I drove the car home, I hit a huge rabbit and it broke my fog light bulb. It scared the heck out of me, my first new car and I already killed an animal. I hope I never hit another animal for as long as I own the car. ;"The Turbo with automatic transmission, satellite radio, and 17"" rims.";volkswagen_gti
11/23/2006;Dennis from NY;Over the past five years I have had a total of six VW/Audi vehicles, including a 2001 GTI 1.8 Manual and a 2005 Audi A4 1.8 manual and this car blows them all away! I test drove the new A4 2.0T, as well as the Infiniti G35, and the new BMW 328xi which all are sweet, fun and capable cars however the GTI just came out even or ahead in most of the categories that are important. My decision came down to the GTI 4dr and the BMW 328xi and for the extra $17,000 for the Bimmer the decision was very easy, take the GTI and save a ton of money! The build quality is fantastic, the interior is high quality and comfortable, the car handles fantastically, the engine is extremely smooth. this car is very practical and fun!;The car is sweet. I like the smooth engine, and the manual is also much smoother than the previous models. The Interior is fantastic and comfortable, I love the plaid cloth seats! This car just begs to be driven, I have over 3,000 miles and have only owned it a month! The 4 door version looks sweet and is practical.;volkswagen_gti
11/20/2006;soccerref9;This car is not only a true driver's car but is also refined and comfortable for a long distance drive. It's moderate pricing sets it apart from more expensive cars such as a BMW or Audi. Long term quality has in the past been an issue, but in my initial 5,000 miles and 7 weeks of ownership, I have not seen any problems.;The engine and 6-speed manual transmission are a true pleasure. The flat torque curve allows power to kick in early. The leather seats are comfortable with the lumbar support. The hatch offers the ability to carry large items for such a small car. The handling and breaking are excellent.;volkswagen_gti
08/15/2009;Richard;This car has been great no problems with anything Local Dealer is great for oil changes ;Hard Top Conv;volkswagen_eos
08/07/2009;Steven Scholla;Gas lid broke, fuel sensors, folding top mishaps, windows go up & down repeatedly for no reason. paint scrapped up on rear folding roof, roof won't fully set on car body, sounds like a rattle trap, gas & brake peddle to close;Fun to drive, acceleration, handling;volkswagen_eos
07/09/2009;jws6;I bought the eos for my wife for mothers day! What a mistake! My wife likes the concept but the car burns a ton of oil. They have been doing the weight test and claims its within vw specs but we have to add oil every week its crazy and a very common problem with all of these cars! The other MAJOR issue is water. The car leaks water badly and smells like MOLD all the time. I have brought it back 3 times now and they have replaced all the carpet and it is still a problem. last weekend my wife took her sneakers out of the trunk and they were soaked and her gym shorts we could ring the water out of them and the car smells like mold AGAIN. Ive contacted my lawyer!;convertible and that works fine, no problems with the mechanics.;volkswagen_eos
06/15/2009;love it but;I bought my EOS used, it had around 8,000 miles on it. It has been a blast to drive. I have had an issue with the top. The sunroof will periodically stay open when I close the top. The dealer had a very difficult time diagnosing. They think they have fixed it but not so sure. The back seat is too small for adults to travel comfortably but I did not buy it for passengers. This is my main transportation on a daily basis and I love it. I get approx 28mpg with combo of highway/city commute so can't complain.;Hard top convertible of course and sun roof is a great feature for the extra light allowed. ;volkswagen_eos
04/08/2009;sanderson32;"How do you spell fun? E-O-S. Purchased this in Dec of 06, and drive 30K annually. I've had a set of tires, one engine recall (that fixed a ""check engine"" light), and a top adjustment. That's it - other than oil changes. My 13-year old son is waiting for the day he gets this car as a hand-me-down! Tons of fun, great handling, and reliable - what more do you need? ";Responsive engine, great stereo, handling;volkswagen_eos
03/24/2009;Eos Guy - Illinois;My first VW and convertible. Both have been a great experience. Fun with the top up or down. Wish it had all wheel drive (sometimes);The power top and cornering lights.;volkswagen_eos
01/29/2009;Ecartman1964;The EOS is a beautiful car and it has great performance and outstanding gas mileage. It ends there. Serious problems with engine, it burns oil, and leaks a little. I would not suggest this vehicle because I had it break down twice (only driven it 8,000 miles in the last year) and towed. Service is horrible because one must wait for a few days before they can even look at it and start the repairs. I'll never buy another VW again and will migrate over to Lexus, Infinity, or Acura. ;Fun to drive, great stereo, performance is awesomw, and got 32 mpg.;volkswagen_eos
01/06/2009;copout;"After having a 2005 PT Cruiser convertible and using it as a field vehicle, it was time for a ""new car"". My cruiser was mechanically sound but in pretty rough shape. With few convertible choices that a state worker can afford, I ran across a used EOS with a little over 20000 miles on the warranty left, yes the 07's had a 5000 mile bumper to bumper warranty. New ones do not. It's a silver essence with a black interior, the black interior is hard to find as most have the beige, for a less than tidy person do not get the beige. The hard roof system while opening makes the car look like a transformer and will get you lots of looks. After 1500 miles in 2 weeks, no problems. LOVE IT. ";"Retractable hard top. Fit and finish. My ""new"" Eos is a blast to drive and has plenty of power with its over 4000 lbs. of weight. It seems like I'm getting about 30 MPG. The heated seats have come in handy even in Florida, I did not think I would need them, you do, its my favorite at this point.";volkswagen_eos
11/30/2008;Steve Myers;SUPER car! Glad I waited 60 years to have one come along. Exceptional craftsmanship everywhere. Eye candy for onlookers. DSG tranny captured this stick shift perfectionist. It FEELS safe. Gas mileage runs from ca. 26 in town to 34.5 on the road. Snazzy and snappy. Survives car washes without a leak. Thunderstorms, too! Local cop follows me around, licking its chops. I behave. Only negative: no Autobahn nearby. Oh, for about 50 km of German road and no speed limits. (Might be worth a trip someday....) ;DSG tranny, super radio, torque, color (Thunder Blue/Cornsilk leather interior).;volkswagen_eos
10/24/2008;David Stieg;I love the EOS since the day I have purchased it. Get great gas mileage, normal is 33 to 35 mpg. Compared to other hard top convertibles this is the best buy fo the price. Only issue is the top fails all the time, I have to take it to the dealership and have them do an adjustment to the cable to make it go down. Dealer says after 12,000 miles i have to pay to get it fixed which is silly for a convertible. the first time i get it but the third time is a pain. If you buy this car make sure your dealer cover this for at least the full length of the warranty. No bluetooth on this vehicle was a poor design and need to have the factory reset the engine light with every 5000 mile oil change is bad;Best feature is the trunk space with then top down and the iPod capability through the CD player ;volkswagen_eos
10/05/2006;grandlapaloma;After a thorough search for the next generation convertible. We traded our beloved 2001 VW Cabrio for the EOS. It does not have a soft top. Don't buy a soft top convertible, period. This multi-function hard top sportster convertible is everything true engineering can offer. We bought the base with the upgraded auto/shift transmission and satellite radio. It was tough to get since supplies are low, wait for it. We tested every car within a $10,000 range of the base price of EOS and its still the best value at full MSRP. The fit and finish, engine, gas mileage, quality, etc make this the best every day car or weekend blaster. ;The hard top and the use of a moonroof when the top is up or when it rains in Phoenix, which is maybe, mmmmmm, two days a year.;volkswagen_eos
10/03/2006;auctionking;I recently purchased a VW Eos with nearly a thousand miles clocked. The car has outporfomed beyond my expectation. I have owned over 30 cars in my life. The excitment can only be compared when you first got your license and your father let you driwe. The Eos has personality. It is low key, not flashy. It has quality that you see touch. It is eager to please with its smooth ride. It saves you thousands of dollars over other cars. It has the spacious comfort of a four passanger car. ;I like how the instrument panel is not complicated. The stereo is incredible. The seats are comfortable and elegant. The engine is powerful and smooth. There is no vibration or wind noise. ;volkswagen_eos
09/28/2006;Gabriel Palotas;The word conventinal does not apply to this car. Elegant styling, quality workmanship in all details. Finally a car that gives you value, satisfaction. I have compared and toiled over the last couple of weeks in purchasing a hardtop convertable and was prepared to pay well over the price of this car. The comfortable four passanger seats are unmatched in the hardtop convertable class. The motor is peppy and economical. I turned in my M45 Infinity V8 with joy. I have not given up on luxury.The leather interior and smart easy controls spell SMART.;Hard top Convertable,Design,Smooth Quiet Ride,Energetic fuel saving 4 cylinder Turbo Engine ;volkswagen_eos
